Math_Score,Statistics_Score,Programming_Score,ML_Score,AI_Score,Project_Score,Study_Hours,Internet_Access,Class_Participation,Parental_Support,Performance_Label
83.54931246603878,84.16556203269735,92.11983590786483,86.11354972086635,79.29004310223762,87.55590611949117,Medium,No,Passive,Weak,Excellent
86.17262487222779,89.33438946907772,96.4867583921618,84.17636252247216,86.35923424427678,76.90331069698587,Medium,Yes,Active,Strong,Excellent
81.46062615857946,89.59435765862023,88.43937494667684,91.56144483450328,86.34449746160061,82.5721606644237,Medium,Yes,Active,Strong,Excellent
89.24838863627855,86.9123581577451,85.45254443670166,81.75100105545773,85.08818424655281,80.08259665670924,High,Yes,Active,Strong,Excellent
73.5695851027343,86.10496244613036,81.37006723096822,80.13073815261079,78.14157786674133,89.05693618713805,High,Yes,Passive,Weak,Excellent
85.4023467677187,93.58483688045888,85.05180568600123,72.15344594593626,88.4892858768924,87.51768956619254,High,Yes,Active,Moderate,Excellent
78.87370725707582,79.33000650121211,85.0469045429943,84.35609470672836,84.05542316166287,86.85982238679627,High,Yes,Active,Strong,Excellent
96.15245396683653,76.94053767120397,85.07579341239983,78.33904575328808,78.98625171735516,86.52131046095253,High,Yes,Active,Strong,Excellent
91.74994702709581,84.87048085034706,84.28279476497684,83.30811430602778,83.9374272684879,87.64683474522937,Low,Yes,Active,Moderate,Excellent
92.89341514770112,87.52972534778235,86.68991462364413,87.21108094866025,87.92946943508989,88.61090938136984,High,Yes,Active,Strong,Excellent
81.58184914909329,84.0692897461555,83.55941727981094,91.24744869884105,79.16259108886563,82.69879441074363,Medium,Yes,Active,Weak,Excellent
83.05844230117071,81.20887417931803,82.45225393870442,86.72294387514835,85.51947518104343,87.33407309954232,High,Yes,Passive,Moderate,Excellent
90.26745001386774,78.14016150847758,79.45123517885791,88.8943000332621,79.362824744598,85.28183333418028,High,Yes,Passive,Strong,Excellent
88.19260641720794,92.64195777827817,89.44583607753908,85.4967763076597,82.04167195620563,80.0336853657559,High,Yes,Active,Moderate,Excellent
78.16532036406866,81.29646915994473,81.46937693879973,74.2644902933905,89.02056941689902,68.17755227473553,High,No,Passive,Strong,Very_Good
69.35901128902849,76.27940410683043,72.70257298263378,77.40029257446052,77.80114037792963,78.94999680668728,High,Yes,Active,Moderate,Very_Good
79.48882776408512,83.18810247420373,68.89459267073481,70.5486269720647,85.55551063222006,69.12890657124032,Medium,No,Active,Weak,Very_Good
75.10800922206764,76.94342056400619,75.44625185379279,77.399629404221,81.29536963064575,69.34796247363892,Low,Yes,Active,Moderate,Very_Good
74.9800054360515,75.1121100674186,86.40899556591803,84.96856524860209,85.54858039279597,80.54241810587482,High,Yes,Passive,Strong,Very_Good
85.7852935441601,78.47774804534302,85.36309887254902,75.69516838612152,64.88591025941648,82.91354088100798,Low,Yes,Active,Strong,Very_Good
84.1829149986378,68.13086442739865,71.22755920721312,86.63112867524463,85.59750327436643,72.0082581468298,Medium,Yes,Active,Strong,Very_Good
84.6871568852322,72.50642259039023,85.69994111325693,75.4618455232407,92.4602197788093,83.3478299050547,High,Yes,Passive,Strong,Very_Good
72.67145179863353,70.95022042799437,77.88373226341227,82.58741850627753,72.80645995489846,81.85621021578483,Medium,Yes,Active,Strong,Very_Good
77.94323998710158,64.67792341116515,73.76153323247081,80.0235458099018,74.66962100486498,81.71397847520595,High,Yes,Active,Strong,Very_Good
87.72227232442266,86.73376337654732,72.93578569853352,73.78129722237942,72.05359643729992,77.14434528814702,High,Yes,Active,Weak,Very_Good
78.14541755859372,85.99576717566895,82.92609853119087,72.92478285033587,77.72542846028036,86.19192742097472,Medium,Yes,Passive,Strong,Very_Good
71.80446638967777,76.55465028845329,76.84323532733228,82.41891673838076,89.11011685026753,75.63375908594988,Low,Yes,Active,Strong,Very_Good
76.13121918365808,73.82487006883281,79.98789875524128,79.14898506887991,72.96031246765308,79.53545236210671,High,Yes,Active,Strong,Very_Good
77.68346665747073,80.46895763243154,93.93174033128966,81.2241155200338,58.49491157310434,69.59900876084137,High,Yes,Active,Strong,Very_Good
87.45999224482654,77.3260912010378,68.84885569985882,74.39979500018228,80.82095079974135,81.52080756444242,High,No,Active,Moderate,Very_Good
76.57679423437008,81.67993512880585,75.84458065521855,75.83442474866894,80.71217826875922,80.92485102365089,High,Yes,Active,Weak,Very_Good
78.17586496778249,79.83789302848807,69.27774225545838,81.8162067486192,89.99293297482636,78.14313311452823,Medium,Yes,Active,Strong,Very_Good
87.99069580373627,71.66996281027431,84.5236085625632,76.02191749497193,83.72042715159715,73.60838027909585,Low,Yes,Passive,Moderate,Very_Good
77.36986820974943,84.00636363067078,84.72164495319737,83.12911437154824,76.64725435802988,75.03740714677228,High,Yes,Active,Strong,Very_Good
79.32618724248732,86.05670109534317,80.51723019273868,75.48008343759896,79.50797017302965,75.82853373564602,High,Yes,Active,Strong,Very_Good
75.88487128754932,69.67403404630355,76.34420178295106,84.22739079182439,83.60930529028425,70.93721592010145,High,Yes,Active,Weak,Very_Good
79.77740053314989,89.95741158161059,87.5346327597589,75.55245923254694,79.09473969750793,79.04536606856159,Medium,Yes,Active,Moderate,Very_Good
84.81097747567384,77.6216273891133,74.30333697157262,79.83859072100033,80.49589563417196,82.36798668067769,High,No,Active,Moderate,Very_Good
66.68920216656622,73.85728085725138,71.23830720555281,81.1480324459396,71.58215980844744,86.65221753233246,High,Yes,Passive,Strong,Very_Good
77.54113984485919,77.5974588998583,78.33279672764805,81.42064299777606,80.38382626610482,84.29265213588978,High,Yes,Active,Moderate,Very_Good
77.21174477366353,83.18428778935376,71.75926900131678,84.02923648981678,83.02499146254776,62.52401481027893,Medium,Yes,Active,Strong,Very_Good
72.49784686489673,72.87327835361734,75.35428896353213,78.65906855734418,74.55498603912027,83.68809303094343,High,Yes,Active,Strong,Very_Good
73.5444343657462,76.23374984292025,78.69413577857507,71.10650873800947,78.72650120710134,77.48557473813472,Medium,Yes,Passive,Moderate,Very_Good
77.14955525638278,70.41603911850078,66.59933225595728,76.82631958722531,90.76697292293227,77.88095478068965,High,Yes,Active,Strong,Very_Good
85.87516533961985,80.69672771004488,74.99240764476205,76.43216878792562,66.56485797525893,83.07406363244766,High,Yes,Active,Moderate,Very_Good
87.06281414224617,87.8793927300341,80.9639721276662,79.00513440453801,85.88762411728379,83.45705071748748,High,Yes,Active,Moderate,Very_Good
86.05517983579446,78.31550309445622,83.65688128131205,76.72895906779159,85.79582742610913,69.79135938066948,Low,No,Active,Strong,Very_Good
83.4396192555304,72.09000171593041,82.52621147010031,79.55286558380064,74.59550576465027,78.99264935284677,High,Yes,Active,Strong,Very_Good
78.09013252778455,74.25438056093826,70.68040920570363,70.81998485554278,78.87205756859863,75.32592596032211,High,Yes,Passive,Moderate,Very_Good
79.57497717204784,74.65735608510187,83.83646252525784,81.26930980988588,80.09378772776869,71.20788271636546,Medium,No,Active,Strong,Very_Good
71.55097280890884,80.59310381368049,74.68407950945615,86.74590488596415,67.18276618198577,75.36591592030103,High,Yes,Active,Strong,Very_Good
87.15133784782213,77.3210503772833,83.25133952838556,68.87152678226103,86.78752176134503,84.2321292672259,High,No,Active,Moderate,Very_Good
78.73051168336826,81.50249471204532,75.57525162903728,82.29453200083715,83.09437875722074,82.14778751115614,Medium,Yes,Active,Strong,Very_Good
78.17075396364208,77.08128649188988,70.93378793035741,76.58225491678597,70.88430742009773,76.51771360921597,Medium,Yes,Active,Strong,Very_Good
76.2487768715975,79.89662227643974,78.58175528981207,73.20524128632061,74.79340312752242,83.7515026037809,High,Yes,Active,Weak,Very_Good
75.86110312334388,73.4736315876568,67.96448755710672,88.98861336038881,89.8315103380127,66.46015766347455,High,Yes,Active,Strong,Very_Good
69.94542848404456,77.75019605907198,84.93965059791388,75.73201735078285,85.39073784569766,81.0853204018083,High,Yes,Active,Moderate,Very_Good
73.71236275200378,76.12587801754145,78.67353538896273,73.25470086464216,61.155802716721325,64.59947703063956,High,Yes,Active,Strong,Very_Good
82.32575722707931,80.97668680392503,83.99321717755996,75.80069674033446,75.85304687874975,92.48731372463061,Medium,Yes,Active,Moderate,Very_Good
78.91047115924724,75.84356900846588,86.67969527083326,86.0654666917507,76.85019343191546,79.22306228146218,High,Yes,Active,Moderate,Very_Good
79.76234144891548,86.9351873870707,78.36473069119474,84.83300455069278,80.56276212928452,79.28271785136309,Medium,Yes,Active,Moderate,Very_Good
80.38530797386109,75.39399312306006,89.9317089889357,67.18243794800378,74.33169994134914,86.74998747220351,High,Yes,Active,Strong,Very_Good
89.965321960712,83.50934656052856,79.74317448032744,79.72016214910029,83.6104990034322,85.12054627315592,High,Yes,Passive,Strong,Very_Good
92.22977602806634,81.60587079215725,85.79109686208987,72.95808756140744,87.56419888057675,80.07247827190713,Medium,Yes,Active,Strong,Very_Good
81.46570153873635,70.82746987624594,80.11202606398477,78.82856763640237,81.46116974175204,73.02801759905559,Medium,Yes,Active,Moderate,Very_Good
74.11419809018514,69.89437724131588,78.41341828407808,80.30425392865216,74.18516495944033,78.80854779185292,Low,Yes,Active,Moderate,Very_Good
73.16598565055651,74.11406338481632,77.87692188045227,74.06130565133444,76.52428205090494,80.54085020896036,High,Yes,Active,Strong,Very_Good
88.249383898772,80.26392117177198,66.78530201471733,78.03867258954354,74.74702978376676,80.48377666938046,Medium,Yes,Active,Strong,Very_Good
73.09569761677095,68.62958723490232,80.89645263639214,79.15110449042277,81.16817940571546,91.25983300759707,High,Yes,Passive,Strong,Very_Good
71.98556415431993,77.02235012875785,84.42370153710769,73.82327838447554,77.6639681948246,87.14857197881047,High,Yes,Active,Moderate,Very_Good
72.98332911118324,72.07770906031931,85.3757975071519,80.86403768111944,76.72821363038173,72.5154960877561,High,Yes,Active,Moderate,Very_Good
83.50885460185073,67.58915449460255,75.69029007665536,74.35463111508327,81.75114592172639,91.4453687885725,Low,Yes,Active,Strong,Very_Good
84.62103158930901,69.140319926006,84.7598041507279,77.00532033185416,79.06755759136212,76.89295060083604,Low,Yes,Active,Strong,Very_Good
71.15879360843752,68.6083746482885,79.78224267979617,90.09335576262646,84.70048693716306,86.49839004177433,High,No,Active,Strong,Very_Good
83.22328967319875,88.1802403705273,77.89491781192666,80.62160880234505,79.4628014879862,77.94507980048377,Medium,Yes,Active,Moderate,Very_Good
73.90213624452105,72.60950623824323,75.81511811817049,70.50523182286886,85.78410751751642,86.71358850070762,High,Yes,Passive,Moderate,Very_Good
79.18850540244104,78.17586630329377,76.10126762201564,67.2143193122214,78.49444932437497,79.8804328786585,High,Yes,Active,Moderate,Very_Good
80.62661285592412,75.6039077315281,74.57486014587391,79.58772813120453,73.99550974827044,80.12700414655363,High,Yes,Active,Weak,Very_Good
85.6311090244738,78.94472798555216,71.52934578489655,74.2958341167368,78.82034558637814,68.92766901231857,High,Yes,Passive,Strong,Very_Good
65.92065530768147,69.76771938240715,63.525835393157145,82.79714608001498,70.26017094560174,79.44074357417779,Medium,Yes,Active,Moderate,Good
73.13637824001488,83.98034350854012,86.52986771427271,76.5322749471879,71.79653421388308,80.88308043322593,High,Yes,Passive,Moderate,Good
72.17426810859219,57.82480950593387,63.80659071404589,69.91973579977086,86.08161249265129,55.03166831581867,Low,No,Active,Moderate,Good
73.3041740137759,50.13934789729545,66.48609019104404,65.58256182386069,77.80247435442149,67.52363941472612,Low,Yes,Active,Moderate,Good
70.79403872904847,74.51959754297503,64.90629592192201,53.5582882208284,80.71539943680357,78.03380049523403,Medium,Yes,Passive,Moderate,Good
62.213970607377604,78.24589260124057,72.96315388675595,55.023259082793295,69.16734021500078,75.87857931277001,Medium,Yes,Active,Weak,Good
85.39337746921093,70.69609025814121,81.77896231242022,80.47556774751355,58.44358366599978,62.56075424982838,High,Yes,Passive,Moderate,Good
51.08109886708127,64.78347285966406,75.05596637631325,80.04819396666522,77.77209667447089,67.13453906397011,Low,Yes,Passive,Moderate,Good
65.91839167932582,85.0266910657034,79.49950644463469,76.64230794616546,59.30784862107645,76.28601483026664,Low,Yes,Passive,Moderate,Good
70.39994514192968,64.14654406861646,83.26337204665442,71.99796924876301,66.36135381115533,68.38165854107466,Medium,Yes,Active,Moderate,Good
81.02592949928592,71.47441665738027,59.324403488456056,70.97261083075495,65.04390843452776,60.06160332429333,High,Yes,Passive,Moderate,Good
79.59611762248205,76.33740153674398,76.55855705744054,69.31635461754927,70.29397643229467,70.16237444812595,Medium,Yes,Active,Moderate,Good
66.04593673794618,66.28239095489248,59.314514265914625,64.4302381116863,61.650537385973614,67.96377549663603,Medium,No,Active,Moderate,Good
66.83617945593966,66.18340748746377,69.62392543193307,61.622567556969045,82.48660343042143,75.78177490883567,Medium,Yes,Active,Strong,Good
64.35946895718688,66.9035130568658,66.85291994744983,76.33548722138431,85.99888893122781,64.79087465505167,Medium,Yes,Active,Weak,Good
68.94905228334015,65.45827843483701,73.85021376285624,75.20091133272834,70.2515502602845,67.86506652797974,Low,Yes,Active,Weak,Good
72.90010694299133,74.97731253417783,73.8583389505513,81.8772415591994,62.27981310975305,76.65517149305306,Medium,Yes,Passive,Strong,Good
82.81370774137596,76.49324075502547,73.98269772145554,56.81778987317588,80.66368708841921,72.56173878376049,Medium,Yes,Passive,Moderate,Good
62.62054574533654,63.35930212690989,61.43046761059422,65.2542569194888,72.7084459356169,62.88155686101858,Medium,Yes,Passive,Moderate,Good
65.95702703870501,63.766180896124084,67.99208908479142,63.75059010087342,69.84587418290536,73.19249696836852,Medium,Yes,Passive,Moderate,Good
68.98130831981554,70.62952428404108,69.90474033418286,78.15154360581889,69.8697209270673,83.73801584614783,High,Yes,Passive,Strong,Good
73.67872185095413,60.805151412143196,64.51568379874455,66.43964358755504,60.20097255476569,81.8021148663956,Medium,Yes,Active,Moderate,Good
66.89506270684903,83.20312987183605,79.2369037563896,79.11918371568025,68.05438240289287,74.01523716200599,Low,Yes,Active,Moderate,Good
71.05866308081495,73.53674355198312,74.88086092625646,64.9542042445756,78.76786676909899,64.1219463577764,Low,Yes,Active,Strong,Good
70.17121274706213,65.61333285694998,56.043396814560154,66.46595630750954,59.69173939872646,56.89475935468991,High,Yes,Active,Weak,Good
75.51158187260587,72.15153480803248,79.34015625877095,73.88911977290728,69.58609645020427,70.82253447245861,Medium,Yes,Active,Weak,Good
70.21281545883764,61.132838555868204,77.23836803735772,73.01527763800418,60.95542506664868,72.09098627679616,High,Yes,Passive,Strong,Good
90.94141698626325,60.90980896902984,75.7707026126047,75.82487953613746,65.44942621968691,78.288068137002,High,Yes,Passive,Moderate,Good
79.09656539242485,68.77410685490116,70.81513752274817,75.31564489828838,71.50809823306227,64.60633068248447,Low,No,Passive,Weak,Good
66.30359241472304,64.30564902948035,76.73354932164905,80.25775178790873,62.032523090214724,72.92372505298081,Medium,Yes,Active,Moderate,Good
72.12996934194749,58.62520797186863,69.48065967995241,68.65686425188684,70.12641929531965,66.39423619698005,Medium,Yes,Passive,Weak,Good
82.9170827522996,65.37330561842894,54.17213645182377,60.85952915207554,73.63481252597695,77.17460040887322,High,Yes,Passive,Strong,Good
63.92259156949873,72.09215651434664,72.08434448564599,67.92750677127864,73.24613188067826,69.78111129317014,Medium,Yes,Active,Moderate,Good
55.0283784709214,70.2393304009756,64.40639492774335,73.55925629462075,81.14273967775307,65.49624713790652,Low,Yes,Active,Moderate,Good
70.61873410982163,78.6604272978514,59.401316000388114,63.78154078620689,68.47548099061859,74.35900680871569,Medium,Yes,Passive,Moderate,Good
75.60164732307088,60.087802667072296,70.43286945217686,63.291900519732266,72.56678707377388,62.6510958750424,Medium,Yes,Active,Moderate,Good
69.76985981218048,60.27809247221527,72.64251397647244,78.25866386418977,68.37863932220904,60.25517076899955,High,Yes,Active,Strong,Good
68.07198059883734,76.29199121124542,74.75564545588227,76.30310689257037,74.68683916135325,74.44274523908364,Medium,Yes,Active,Weak,Good
71.50586759090547,66.70162035722554,63.35080588334893,62.1435579393084,75.66754286078974,61.40420842113982,Medium,Yes,Active,Weak,Good
73.86389338704357,76.39158930753378,85.97063704796314,72.86189489207314,82.7112785210575,59.838169378676255,Medium,No,Active,Weak,Good
81.10233860265195,59.98696671726796,72.78548235810604,63.89914342593185,79.054091358053,84.31181354923761,High,Yes,Active,Strong,Good
62.73601994514293,81.85315788261937,64.92746341397688,79.06263990247241,65.98312410793189,75.77223038513878,Medium,Yes,Active,Strong,Good
60.222120462827846,66.66503920191353,57.278730679682305,66.06434699970912,60.14754978334152,75.8535834933353,High,Yes,Passive,Moderate,Good
69.92749548316753,72.40849033421972,76.85360314686514,60.42443667995429,71.3833149917841,68.85810963295918,Medium,Yes,Passive,Weak,Good
59.5635046184773,66.04710945145243,78.80301566299548,58.51424777635556,80.50460167382052,72.26051997018392,Medium,Yes,Active,Moderate,Good
59.825568306966815,72.56105421516482,78.27658755596511,74.15594657022156,61.53462205285685,66.7629816716407,Low,Yes,Passive,Strong,Good
74.5794558988632,75.10531842483826,73.8680412331752,79.186135177771,70.36381440577328,68.42188615732691,Medium,No,Passive,Weak,Good
67.71508875776561,55.83708913206299,70.4161549326779,81.65382175579893,79.78802219643647,66.20686041730184,Low,Yes,Active,Moderate,Good
67.90984214335231,61.94775515241724,79.47486955380228,78.26197795861043,70.2011120338554,60.593270704854206,Low,Yes,Active,Weak,Good
69.13353380339281,69.7327316024959,59.32565142193109,63.10932254570979,80.72191724761115,66.50020952184106,High,Yes,Active,Strong,Good
58.783395570366515,79.19790364707703,80.03692134718618,59.51791453679772,77.81423771846046,66.75397597514193,Medium,Yes,Passive,Moderate,Good
82.9179412656544,71.85691609000826,70.56005752561151,68.38291358590236,84.21249571521636,52.66899911408,Low,Yes,Passive,Moderate,Good
75.38536740149564,70.74773031730224,71.84262153377784,68.13382921817295,58.93953498855097,73.32974145484283,High,Yes,Active,Weak,Good
59.31901250590919,54.20097990805022,69.04006775372343,66.35182731741112,75.71254470847228,68.08502670033687,Medium,Yes,Passive,Moderate,Good
63.73495967564385,69.06755504771202,79.23586029730708,62.647543852229944,81.796727902615,77.40179878935064,Low,Yes,Active,Strong,Good
71.10864351496568,53.812457830715715,58.065545997337225,68.71097637307233,76.56010293107353,69.43040046906256,Medium,Yes,Passive,Strong,Good
58.52364896091535,66.81061013332325,79.0385439930078,67.78772233502293,70.5508750442832,61.224561719860525,Medium,Yes,Active,Moderate,Good
73.69676801078538,51.25773553931601,66.71205594790815,81.67358545243577,70.2023843494697,62.02885775720743,Medium,Yes,Passive,Strong,Good
61.7339977606906,73.19357231386047,75.66618011376192,74.79365031859915,71.12054305377744,70.36939208142853,Low,Yes,Active,Moderate,Good
61.63496673639209,74.27311134024956,69.33517550278563,73.00192358396325,63.98023488101128,57.203420477914094,Medium,Yes,Passive,Weak,Good
63.037750980738984,57.09444003916734,75.89182243782929,77.08913674868208,62.52403825737407,60.840882675622424,High,Yes,Active,Weak,Good
60.28195466361349,63.936216342066764,51.95085937391387,70.01690160448425,65.69432596619713,71.87969647313973,High,Yes,Passive,Moderate,Good
61.99281812284498,80.62761189958552,70.61159055917265,64.83222040281282,82.57659052754656,74.1735887158005,Medium,Yes,Active,Moderate,Good
67.25554397993359,66.42818259473181,56.01436248855571,54.594611548357236,59.72229048573921,70.41655531970125,Low,Yes,Active,Moderate,Good
68.63966037022273,66.4504716859782,72.60243136434175,77.74652294440459,64.5770761331241,84.36955650070693,High,Yes,Active,Moderate,Good
69.60535351515767,66.15765957572997,68.92480986133435,75.7195865662463,66.38683179797304,71.4126195644856,Medium,Yes,Passive,Weak,Good
71.69690059350985,69.42354012103755,75.32125754153773,71.39803157633878,66.53993529391339,78.71632138761312,Low,No,Active,Weak,Good
73.8756327195416,73.95833971698855,71.72845449774009,73.36122068834467,65.20016189691727,72.29343697213743,Low,Yes,Active,Strong,Good
74.29353502405596,67.96574648985147,71.84869259926754,72.31976945271258,73.76772742018414,76.87476926090065,Low,Yes,Active,Moderate,Good
65.58389566556957,65.35451480846652,66.5858151127868,72.59238144674843,77.73539343286838,59.07325248613312,Low,Yes,Passive,Moderate,Good
53.36497064119355,69.21066701888017,66.8385723792992,52.719721652937,57.932585839164105,67.38540538515304,Medium,No,Passive,Moderate,Average
59.82894733340798,61.134470763972146,71.74549658833867,60.179566392656106,56.957539993454844,50.701177993682506,High,No,Active,Strong,Average
57.362070005718195,62.16411824638814,55.60716492094485,60.348735766103616,67.57961014853421,60.293682589414274,High,Yes,Active,Weak,Average
76.63359898396632,57.04532620777185,57.84376143416678,53.36405156447275,59.64168302762927,57.78048247225423,Medium,Yes,Active,Moderate,Average
48.88669348604469,61.431602167533605,78.35026815659512,66.91791660560672,64.68788651570213,60.58682436716611,Low,No,Passive,Strong,Average
57.92157389841748,41.700753151909836,72.47593431230317,65.6402766636561,65.2402841690808,57.89544472324474,High,Yes,Passive,Moderate,Average
72.26175868625586,72.68185316861802,61.31818784937296,66.58745030371357,66.2351155474296,71.48543322512687,Low,No,Active,Weak,Average
57.59694348104365,58.234660139825095,75.43828050924711,55.92443648456546,64.48836280836811,63.16487066238187,Medium,No,Passive,Weak,Average
79.48711337635339,60.63606313117698,63.797542004528545,60.175825904437204,72.12863646777714,64.25052685474411,Low,Yes,Passive,Moderate,Average
59.19256000092792,62.150436843088144,60.09940408061686,60.67391063265576,68.88036010216226,66.69137471566498,Low,Yes,Passive,Strong,Average
53.2093008469995,61.49720526743203,65.87329755525859,52.52922329619584,67.08312798417866,58.383806268248634,Low,No,Passive,Moderate,Average
60.8652785928003,53.597394890395684,54.357029885069934,54.796316057033664,49.85974619479678,61.84916809210736,Medium,Yes,Passive,Moderate,Average
